DrugID	Drug_Name	InChI	Canonical_SMILES
DR01412	Glycopyrrolate	InChI=1S/C19H28NO3.BrH/c1-20(2)13-12-17(14-20)23-18(21)19(22,16-10-6-7-11-16)15-8-4-3-5-9-15;/h3-5,8-9,16-17,22H,6-7,10-14H2,1-2H3;1H/q+1;/p-1	C[N+]1(CCC(C1)OC(=O)C(C2CCCC2)(C3=CC=CC=C3)O)C.[Br-]
DR01413	Beta-Acetyldigoxin	InChI=1S/C43H66O15/c1-20-38(55-23(4)44)30(45)17-36(53-20)57-40-22(3)54-37(18-32(40)47)58-39-21(2)52-35(16-31(39)46)56-26-9-11-41(5)25(14-26)7-8-28-29(41)15-33(48)42(6)27(10-12-43(28,42)50)24-13-34(49)51-19-24/h13,20-22,25-33,35-40,45-48,50H,7-12,14-19H2,1-6H3/t20-,21-,22-,25-,26+,27-,28-,29+,30+,31+,32+,33-,35+,36+,37+,38-,39-,40-,41+,42+,43+/m1/s1	CC1C(C(CC(O1)OC2CCC3(C(C2)CCC4C3CC(C5(C4(CCC5C6=CC(=O)O<br />C6)O)C)O)C)O)OC7CC(C(C(O7)C)OC8CC(C(C(O8)C)OC(=O)C)O)O
DR01414	Beta-Carotene	InChI=1S/C40H56/c1-31(19-13-21-33(3)25-27-37-35(5)23-15-29-39(37,7)8)17-11-12-18-32(2)20-14-22-34(4)26-28-38-36(6)24-16-30-40(38,9)10/h11-14,17-22,25-28H,15-16,23-24,29-30H2,1-10H3/b12-11+,19-13+,20-14+,27-25+,28-26+,31-17+,32-18+,33-21+,34-22+	C1(=C(CCCC1(C)C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/<br />C=C/C1=C(CCCC1(C)C)C)\C)\C)/C)/C
DR01415	Becatecarin	InChI=1S/C33H34Cl2N4O7/c1-4-37(5-2)12-13-38-31(43)22-20-15-8-6-10-17(34)24(15)36-25(20)27-21(23(22)32(38)44)16-9-7-11-18(35)26(16)39(27)33-29(42)28(41)30(45-3)19(14-40)46-33/h6-11,19,28-30,33,36,40-42H,4-5,12-14H2,1-3H3/t19-,28-,29-,30-,33-/m1/s1	CCN(CC)CCN1C(=O)c2c(C1=O)c3c4cccc(Cl)c4n([C@@H]5O[C@H](<br />CO)[C@@H](OC)[C@H](O)[C@H]5O)c3c6[nH]c7c(Cl)cccc7c26
DR01416	Enalaprilat	InChI=1S/C18H24N2O5/c1-12(16(21)20-11-5-8-15(20)18(24)25)19-14(17(22)23)10-9-13-6-3-2-4-7-13/h2-4,6-7,12,14-15,19H,5,8-11H2,1H3,(H,22,23)(H,24,25)/t12-,14-,15-/m0/s1	CC(C(=O)N1CCCC1C(=O)O)NC(CCC2=CC=CC=C2)C(=O)O
DR01418	Acrivastine	InChI=1S/C22H24N2O2/c1-17-7-9-18(10-8-17)20(13-16-24-14-2-3-15-24)21-6-4-5-19(23-21)11-12-22(25)26/h4-13H,2-3,14-16H2,1H3,(H,25,26)/b12-11+,20-13+	CC1=CC=C(C=C1)C(=CCN2CCCC2)C3=CC=CC(=N3)C=CC(=O)O
DR01419	Methysergide	InChI=1S/C21H27N3O2/c1-4-15(12-25)22-21(26)14-8-17-16-6-5-7-18-20(16)13(10-23(18)2)9-19(17)24(3)11-14/h5-8,10,14-15,19,25H,4,9,11-12H2,1-3H3,(H,22,26)/t14-,15+,19-/m1/s1	CCC(CO)NC(=O)C1CN(C2CC3=CN(C4=CC=CC(=C34)C2=C1)C)C
DR01420	N1-methylnicotinamide	InChI=1S/C7H8N2O/c1-9-4-2-3-6(5-9)7(8)10/h2-5H,1H3,(H-,8,10)/p+1	C[N+]1=CC=CC(=C1)C(=O)N
DR01421	Clidinium	InChI=1S/C22H26NO3/c1-23-14-12-17(13-15-23)20(16-23)26-21(24)22(25,18-8-4-2-5-9-18)19-10-6-3-7-11-19/h2-11,17,20,25H,12-16H2,1H3/q+1	C[N+]12CCC(CC1)C(C2)OC(=O)C(C3=CC=CC=C3)(C4=CC=CC=C4)O
DR01423	Lurtotecan	InChI=1S/C28H30N4O6/c1-3-28(35)20-11-22-25-18(14-32(22)26(33)19(20)15-38-27(28)34)17(13-31-6-4-30(2)5-7-31)16-10-23-24(12-21(16)29-25)37-9-8-36-23/h10-12,35H,3-9,13-15H2,1-2H3/t28-/m0/s1	n12c(c3c(c(c4c(n3)cc3c(c4)OCCO3)CN3CCN(CC3)C)C2)cc2c(c1<br />=O)COC(=O)[C@]2(O)CC.Cl.Cl
DR01424	Droloxifene	InChI=1S/C26H29NO2/c1-4-25(20-9-6-5-7-10-20)26(22-11-8-12-23(28)19-22)21-13-15-24(16-14-21)29-18-17-27(2)3/h5-16,19,28H,4,17-18H2,1-3H3/b26-25+	C(=C(\c1ccccc1)/CC)(/c1cc(O)ccc1)\c1ccc(cc1)OCCN(C)C
DR01425	Ramosetron	InChI=1S/C17H17N3O/c1-20-9-13(12-4-2-3-5-16(12)20)17(21)11-6-7-14-15(8-11)19-10-18-14/h2-5,9-11H,6-8H2,1H3,(H,18,19)/t11-/m1/s1	CN1C=C(C2=CC=CC=C21)C(=O)C3CCC4=C(C3)NC=N4
DR01427	Calphostin C	InChI=1S/C44H38O14/c1-20(56-43(50)22-10-8-7-9-11-22)16-25-31-32-26(17-21(2)57-44(51)58-24-14-12-23(45)13-15-24)42(55-6)40(49)34-28(47)19-30(53-4)36(38(32)34)35-29(52-3)18-27(46)33(37(31)35)39(48)41(25)54-5/h7-15,18-21,45,48-49H,16-17H2,1-6H3	CC(CC1=C2C3=C(C(=C(C4=C3C(=C5C2=C(C(=O)C=C5OC)C(=C1OC)O)C(=CC4=O)OC)O)OC)CC(C)OC(=O)OC6=CC=C(C=C6)O)OC(=O)C7=CC=CC=C7
DR01428	Pirenzepine	InChI=1S/C19H21N5O2/c1-22-9-11-23(12-10-22)13-17(25)24-16-7-3-2-5-14(16)19(26)21-15-6-4-8-20-18(15)24/h2-8H,9-13H2,1H3,(H,21,26)	CN1CCN(CC1)CC(=O)N2C3=CC=CC=C3C(=O)NC4=C2N=CC=C4
DR01429	CP-122721	InChI=1S/C20H23F3N2O2/c1-26-18-10-9-16(27-20(21,22)23)12-15(18)13-25-17-8-5-11-24-19(17)14-6-3-2-4-7-14/h2-4,6-7,9-10,12,17,19,24-25H,5,8,11,13H2,1H3/t17-,19-/m0/s1	COC1=C(C=C(C=C1)OC(F)(F)F)CNC2CCCNC2C3=CC=CC=C3
DR01430	Pirarubicin	InChI=1S/C32H37NO12/c1-14-31(45-21-8-3-4-9-42-21)17(33)10-22(43-14)44-19-12-32(40,20(35)13-34)11-16-24(19)30(39)26-25(28(16)37)27(36)15-6-5-7-18(41-2)23(15)29(26)38/h5-7,14,17,19,21-22,31,34,37,39-40H,3-4,8-13,33H2,1-2H3/t14-,17-,19-,21-,22-,31+,32-/m0/s1	CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)OC6CCCCO6
DR01431	Famciclovir	InChI=1S/C14H19N5O4/c1-9(20)22-6-11(7-23-10(2)21)3-4-19-8-17-12-5-16-14(15)18-13(12)19/h5,8,11H,3-4,6-7H2,1-2H3,(H2,15,16,18)	CC(=O)OCC(CCN1C=NC2=CN=C(N=C21)N)COC(=O)C
DR01433	Atrasentan	InChI=1S/C29H38N2O6/c1-4-6-14-30(15-7-5-2)26(32)18-31-17-23(21-10-13-24-25(16-21)37-19-36-24)27(29(33)34)28(31)20-8-11-22(35-3)12-9-20/h8-13,16,23,27-28H,4-7,14-15,17-19H2,1-3H3,(H,33,34)/t23-,27-,28+/m1/s1	CCCCN(CCCC)C(=O)CN1CC(C(C1C2=CC=C(C=C2)OC)C(=O)O)C3=CC4=C(C=C3)OCO4
DR01434	Trimetrexate	InChI=1S/C19H23N5O3/c1-10-11(5-6-13-16(10)18(20)24-19(21)23-13)9-22-12-7-14(25-2)17(27-4)15(8-12)26-3/h5-8,22H,9H2,1-4H3,(H4,20,21,23,24)	CC1=C(C=CC2=C1C(=NC(=N2)N)N)CNC3=CC(=C(C(=C3)OC)OC)OC
DR01435	Estriol	InChI=1S/C18H24O3/c1-18-7-6-13-12-5-3-11(19)8-10(12)2-4-14(13)15(18)9-16(20)17(18)21/h3,5,8,13-17,19-21H,2,4,6-7,9H2,1H3/t13-,14-,15+,16-,17+,18+/m1/s1	CC12CCC3C(C1CC(C2O)O)CCC4=C3C=CC(=C4)O
DR01436	Procaterol	InChI=1S/C16H22N2O3/c1-4-12(17-9(2)3)16(21)11-5-7-13(19)15-10(11)6-8-14(20)18-15/h5-9,12,16-17,19,21H,4H2,1-3H3,(H,18,20)	CCC(C(C1=C2C=CC(=O)NC2=C(C=C1)O)O)NC(C)C
DR01437	UCN-01	InChI=1S/C28H26N4O4/c1-28-25(35-3)15(29-2)12-18(36-28)31-16-10-6-4-8-13(16)19-21-22(27(34)30-26(21)33)20-14-9-5-7-11-17(14)32(28)24(20)23(19)31/h4-11,15,18,25,27,29,34H,12H2,1-3H3,(H,30,33)/t15-,18-,25-,27-,28+/m1/s1	CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C5<br />3)C(NC6=O)O)NC)OC
DR01438	Rubitecan	InChI=1S/C20H15N3O6/c1-2-20(26)13-7-16-17-10(8-22(16)18(24)12(13)9-29-19(20)25)6-11-14(21-17)4-3-5-15(11)23(27)28/h3-7,26H,2,8-9H2,1H3/t20-/m0/s1	n12c(c3c(C2)cc2c([N+](=O)[O-])cccc2n3)cc2c(c1=O)COC(=O)<br />[C@]2(O)CC
DR01439	Belotecan	InChI=1S/C25H27N3O4/c1-4-25(31)19-11-21-22-17(12-28(21)23(29)18(19)13-32-24(25)30)15(9-10-26-14(2)3)16-7-5-6-8-20(16)27-22/h5-8,11,14,26,31H,4,9-10,12-13H2,1-3H3/t25-/m0/s1	CCC1(C2=C(COC1=O)C(=O)N3CC4=C(C5=CC=CC=C5N=C4C3=C2)CCNC(C)C)O
DR01440	5-methyltetrahydrofolate	InChI=1S/C20H25N7O6/c1-27-12(9-23-16-15(27)18(31)26-20(21)25-16)8-22-11-4-2-10(3-5-11)17(30)24-13(19(32)33)6-7-14(28)29/h2-5,12-13,22H,6-9H2,1H3,(H,24,30)(H,28,29)(H,32,33)(H4,21,23,25,26,31)/t12-,13-/m0/s1	CN1C(CNC2=C1C(=O)NC(=N2)N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
DR01443	Norverapamil	InChI=1S/C26H36N2O4/c1-19(2)26(18-27,21-9-11-23(30-4)25(17-21)32-6)13-7-14-28-15-12-20-8-10-22(29-3)24(16-20)31-5/h8-11,16-17,19,28H,7,12-15H2,1-6H3	CC(C)C(CCCNCCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC
DR01444	NSC325663	InChI=1S/C29H30N4O8/c1-11-23(35)14-8-17-22-21-15(24(36)12(2)28(41-6)26(21)38)7-16(32(22)4)18(9-30)33(17)19(10-31-29(39)13(3)34)20(14)25(37)27(11)40-5/h16-19,22H,7-8,10H2,1-6H3,(H,31,39)	CC1=C(C(=O)C2=C(C1=O)CC3C4C5=C(CC(N4C)C(N3C2CNC(=O)C(=O)C)C#N)C(=O)C(=C(C5=O)OC)C)OC
DR01445	Hypericin	InChI=1S/C30H16O8/c1-7-3-9(31)19-23-15(7)16-8(2)4-10(32)20-24(16)28-26-18(12(34)6-14(36)22(26)30(20)38)17-11(33)5-13(35)21(29(19)37)25(17)27(23)28/h3-6,33-38H,1-2H3	c12C(=O)c3c4c5c1c(c1c6c(C(=O)c7c(c56)c(c4c(cc3O)C)c(cc7<br />O)C)c(cc1O)O)c(cc2O)O
DR01447	E3040	InChI=1S/C16H17N3OS/c1-9-12(7-11-5-4-6-18-8-11)13-15(10(2)14(9)20)21-16(17-3)19-13/h4-6,8,20H,7H2,1-3H3,(H,17,19)	CC1=C(C2=C(C(=C1O)C)SC(=N2)NC)CC3=CN=CC=C3
DR01450	J-107088	InChI=1S/C29H28N4O11/c34-7-10(8-35)31-33-27(42)20-18-13-3-1-11(37)5-15(13)30-22(18)23-19(21(20)28(33)43)14-4-2-12(38)6-16(14)32(23)29-26(41)25(40)24(39)17(9-36)44-29/h1-6,10,17,24-26,29-31,34-41H,7-9H2/t17-,24-,25+,26-,29-/m1/s1	C1=CC2=C(C=C1O)NC3=C4C(=C5C(=C23)C(=O)N(C5=O)NC(CO)CO)C6=C(N4C7C(C(C(C(O7)CO)O)O)O)C=C(C=C6)O
DR01452	S9788	InChI=1S/C28H33F2N7/c1-3-15-31-26-34-27(32-16-4-2)36-28(35-26)37-17-13-24(14-18-37)33-19-25(20-5-9-22(29)10-6-20)21-7-11-23(30)12-8-21/h3-12,24-25,33H,1-2,13-19H2,(H2,31,32,34,35,36)	C=CCNC1=NC(=NC(=N1)N2CCC(CC2)NCC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F)NCC=C
DR01453	SJG-136	InChI=1S/C31H32N4O6/c1-18-8-20-14-32-24-12-28(26(38-3)10-22(24)30(36)34(20)16-18)40-6-5-7-41-29-13-25-23(11-27(29)39-4)31(37)35-17-19(2)9-21(35)15-33-25/h10-15,20-21H,1-2,5-9,16-17H2,3-4H3/t20-,21-/m0/s1	C1(=O)N2[C@H](C=Nc3c1cc(c(c3)OCCCOc1cc3c(C(=O)N4[C@H](C<br />=N3)CC(=C)C4)cc1OC)OC)CC(=C)C2
DR01454	Protoporphyrin	InChI=1S/C34H34N4O4/c1-7-21-17(3)25-13-26-19(5)23(9-11-33(39)40)31(37-26)16-32-24(10-12-34(41)42)20(6)28(38-32)15-30-22(8-2)18(4)27(36-30)14-29(21)35-25/h7-8,13-16,35-36H,1-2,9-12H2,3-6H3,(H,39,40)(H,41,42)	CC1=C(C2=CC3=C(C(=C(N3)C=C4C(=C(C(=N4)C=C5C(=C(C(=N5)C=<br />C1N2)C)CCC(=O)O)CCC(=O)O)C)C=C)C)C=C
DR01455	Hydroxybupropion	InChI=1S/C13H18ClNO2/c1-9(15-13(2,3)8-16)12(17)10-5-4-6-11(14)7-10/h4-7,9,15-16H,8H2,1-3H3	CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)CO
DR01459	C-1311	InChI=1S/C20H22N4O2/c1-3-23(4-2)10-9-21-15-6-7-16-19-18(15)20(26)14-11-13(25)5-8-17(14)24(19)12-22-16/h5-8,11-12,21,25H,3-4,9-10H2,1-2H3	CCN(CC)CCNC1=C2C3=C(C=C1)N=CN3C4=C(C2=O)C=C(C=C4)O
DR01460	Phenethyl isothiocyanate	InChI=1S/C9H9NS/c11-8-10-7-6-9-4-2-1-3-5-9/h1-5H,6-7H2	C(=S)=NCCc1ccccc1
DR01461	AG 337	InChI=1S/C14H12N4OS.2ClH/c1-8-2-3-10-11(13(19)18-14(15)17-10)12(8)20-9-4-6-16-7-5-9;;/h2-7H,1H3,(H3,15,17,18,19);2*1H	CC1=C(C2=C(C=C1)N=C(NC2=O)N)SC3=CC=NC=C3.Cl.Cl
DR01462	M17055	InChI=1S/C17H15ClN2O5S.K/c1-11-4-2-3-5-13(11)17(21)20-9-8-15(19-25-26(22,23)24)14-7-6-12(18)10-16(14)20;/h2-7,10H,8-9H2,1H3,(H,22,23,24);/q;+1/p-1/b19-15-;	CC1=CC=CC=C1C(=O)N2CCC(=NOS(=O)(=O)[O-])C3=C2C=C(C=C3)Cl.[K+]
DR01463	(-)-Epicatechin	InChI=1S/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2	C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O
DR01464	Cinchonidine	InChI=1S/C19H22N2O/c1-2-13-12-21-10-8-14(13)11-18(21)19(22)16-7-9-20-17-6-4-3-5-15(16)17/h2-7,9,13-14,18-19,22H,1,8,10-12H2/t13-,14-,18-,19+/m0/s1	C=CC1CN2CCC1CC2C(C3=CC=NC4=CC=CC=C34)O
DR01466	YM758	InChI=1S/C26H32FN3O4/c1-33-23-14-19-9-12-30(17-21(19)15-24(23)34-2)26(32)20-4-3-11-29(16-20)13-10-28-25(31)18-5-7-22(27)8-6-18/h5-8,14-15,20H,3-4,9-13,16-17H2,1-2H3,(H,28,31)/t20-/m1/s1	COC1=C(C=C2CN(CCC2=C1)C(=O)C3CCCN(C3)CCNC(=O)C4=CC=C(C=C4)F)OC
DR01467	Geneticin	InChI=1S/C20H40N4O10/c1-6(25)14-11(27)10(26)9(23)18(32-14)33-15-7(21)4-8(22)16(12(15)28)34-19-13(29)17(24-3)20(2,30)5-31-19/h6-19,24-30H,4-5,21-23H2,1-3H3/t6-,7+,8-,9-,10-,11+,12+,13-,14-,15-,16+,17-,18-,19-,20+/m1/s1	CC(C1C(C(C(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)<br />N)N)O)O)O
DR01468	Amphotericin B	InChI=1S/C47H73NO17/c1-27-17-15-13-11-9-7-5-6-8-10-12-14-16-18-34(64-46-44(58)41(48)43(57)30(4)63-46)24-38-40(45(59)60)37(54)26-47(61,65-38)25-33(51)22-36(53)35(52)20-19-31(49)21-32(50)23-39(55)62-29(3)28(2)42(27)56/h5-18,27-38,40-44,46,49-54,56-58,61H,19-26,48H2,1-4H3,(H,59,60)/b6-5+,9-7+,10-8+,13-11+,14-12+,17-15+,18-16+/t27-,28-,29-,30+,31+,32+,33-,34-,35+,36+,37-,38-,40+,41-,42+,43+,44-,46-,47+/m0/s1	CC1C=CC=CC=CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC(C(CCC(CC(CC(=O)OC(C(C1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O
DR01469	Exatecan mesylate	InChI=1S/C24H22FN3O4.CH4O3S/c1-3-24(31)14-6-18-21-12(8-28(18)22(29)13(14)9-32-23(24)30)19-16(26)5-4-11-10(2)15(25)7-17(27-21)20(11)19;1-5(2,3)4/h6-7,16,31H,3-5,8-9,26H2,1-2H3;1H3,(H,2,3,4)/t16-,24-;/m0./s1	CCC1(C2=C(COC1=O)C(=O)N3CC4=C5C(CCC6=C5C(=CC(=C6C)F)N=C4C3=C2)N)O.CS(=O)(=O)O
DR01471	AG1478	InChI=1S/C16H14ClN3O2/c1-21-14-7-12-13(8-15(14)22-2)18-9-19-16(12)20-11-5-3-4-10(17)6-11/h3-9H,1-2H3,(H,18,19,20)	COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)Cl)OC
DR01473	Zoledronic acid	InChI=1S/C5H10N2O7P2/c8-5(15(9,10)11,16(12,13)14)3-7-2-1-6-4-7/h1-2,4,8H,3H2,(H2,9,10,11)(H2,12,13,14)	C1=CN(C=N1)CC(O)(P(=O)(O)O)P(=O)(O)O
DR01474	Tetramethylammonium	InChI=1S/C4H12N/c1-5(2,3)4/h1-4H3/q+1	C[N+](C)(C)C
DR01475	Butyrate	InChI=1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)/p-1	CCCC(=O)[O-]
DR01478	Quinacrine	InChI=1S/C23H30ClN3O/c1-5-27(6-2)13-7-8-16(3)25-23-19-11-9-17(24)14-22(19)26-21-12-10-18(28-4)15-20(21)23/h9-12,14-16H,5-8,13H2,1-4H3,(H,25,26)	CCN(CC)CCCC(C)NC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC
DR01479	Debrisoquine	InChI=1S/C10H13N3/c11-10(12)13-6-5-8-3-1-2-4-9(8)7-13/h1-4H,5-7H2,(H3,11,12)	C1CN(CC2=CC=CC=C21)C(=N)N
DR01481	E-guggulsterone	InChI=1S/C21H28O2/c1-4-16-19(23)12-18-15-6-5-13-11-14(22)7-9-20(13,2)17(15)8-10-21(16,18)3/h4,11,15,17-18H,5-10,12H2,1-3H3/b16-4-/t15-,17+,18+,20+,21-/m1/s1	CC=C1C(=O)CC2C1(CCC3C2CCC4=CC(=O)CCC34C)C
DR01483	Ingenol-3-angelate	InChI=1S/C25H34O6/c1-7-12(2)22(29)31-21-13(3)10-24-14(4)8-17-18(23(17,5)6)16(20(24)28)9-15(11-26)19(27)25(21,24)30/h7,9-10,14,16-19,21,26-27,30H,8,11H2,1-6H3/b12-7-/t14-,16+,17-,18+,19-,21+,24+,25+/m1/s1	C/C=C(/C)\C(=O)O[C@H]1C(=C[C@@]23[C@@]1([C@@H](C(=C[C@H](C2=O)[C@H]4[C@H](C4(C)C)C[C@H]3C)CO)O)O)C
DR01484	Apafant	InChI=1S/C22H22ClN5O2S/c1-14-25-26-19-13-24-21(16-4-2-3-5-18(16)23)17-12-15(31-22(17)28(14)19)6-7-20(29)27-8-10-30-11-9-27/h2-5,12H,6-11,13H2,1H3	Cc1nnc2CN=C(c3ccccc3Cl)c4cc(CCC(=O)N5CCOCC5)sc4n12
DR01485	Leukotriene E4	InChI=1S/C23H37NO5S/c1-2-3-4-5-6-7-8-9-10-11-12-13-16-21(30-18-19(24)23(28)29)20(25)15-14-17-22(26)27/h6-7,9-13,16,19-21,25H,2-5,8,14-15,17-18,24H2,1H3,(H,26,27)(H,28,29)/b7-6-,10-9-,12-11+,16-13+/t19-,20-,21+/m0/s1	CCCCCC=CCC=CC=CC=CC(C(CCCC(=O)O)O)SCC(C(=O)O)N
DR01487	4-Hydroxytamoxifen	InChI=1S/C26H29NO2/c1-4-25(20-8-6-5-7-9-20)26(21-10-14-23(28)15-11-21)22-12-16-24(17-13-22)29-19-18-27(2)3/h5-17,28H,4,18-19H2,1-3H3/b26-25-	CCC(=C(C1=CC=C(C=C1)O)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3
DR01489	Hydroxycamptothecin	InChI=1S/C20H16N2O5/c1-2-20(26)14-7-16-17-11(5-10-6-12(23)3-4-15(10)21-17)8-22(16)18(24)13(14)9-27-19(20)25/h3-7,23,26H,2,8-9H2,1H3/t20-/m0/s1	CCC1(C2=C(COC1=O)C(=O)N3CC4=C(C3=C2)N=C5C=CC(=CC5=C4)O)<br />O
DR01490	[D-Ala2, D-Leu5]-enkephalin	InChI=1S/C29H39N5O7/c1-17(2)13-24(29(40)41)34-28(39)23(15-19-7-5-4-6-8-19)33-25(36)16-31-26(37)18(3)32-27(38)22(30)14-20-9-11-21(35)12-10-20/h4-12,17-18,22-24,35H,13-16,30H2,1-3H3,(H,31,37)(H,32,38)(H,33,36)(H,34,39)(H,40,41)/t18-,22+,23+,24-/m1/s1	CC(C)CC(C(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)CNC(=O)C(C)NC(=O)C(CC2=CC=C(C=C2)O)N
DR01493	Spiperone	InChI=1S/C23H26FN3O2/c24-19-10-8-18(9-11-19)21(28)7-4-14-26-15-12-23(13-16-26)22(29)25-17-27(23)20-5-2-1-3-6-20/h1-3,5-6,8-11H,4,7,12-17H2,(H,25,29)	C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(=O)C4=CC=C(C=C4)F
DR01494	Roscovitine	InChI=1S/C19H26N6O/c1-4-15(11-26)22-19-23-17(20-10-14-8-6-5-7-9-14)16-18(24-19)25(12-21-16)13(2)3/h5-9,12-13,15,26H,4,10-11H2,1-3H3,(H2,20,22,23,24)/t15-/m1/s1	CCC(CO)NC1=NC2=C(C(=N1)NCC3=CC=CC=C3)N=CN2C(C)C
DR01495	JNJ 7706621	InChI=1S/C15H12F2N6O3S/c16-10-2-1-3-11(17)12(10)13(24)23-14(18)21-15(22-23)20-8-4-6-9(7-5-8)27(19,25)26/h1-7H,(H2,19,25,26)(H3,18,20,21,22)	C1=CC(=C(C(=C1)F)C(=O)N2C(=NC(=N2)NC3=CC=C(C=C3)S(=O)(=O)N)N)F
DR01497	Glycolic acid	InChI=1S/C2H4O3/c3-1-2(4)5/h3H,1H2,(H,4,5)	C(C(=O)O)O
DR01498	BN-80915	InChI=1S/C21H16F2N2O4/c1-2-21(28)7-18(26)29-9-12-13(21)5-17-19-11(8-25(17)20(12)27)3-10-4-14(22)15(23)6-16(10)24-19/h3-6,28H,2,7-9H2,1H3/t21-/m1/s1	CC[C@@]1(O)CC(=O)OCC2=C1C=C3N(Cc4cc5cc(F)c(F)cc5nc34)C2<br />=O
DR01499	Azasetron	InChI=1S/C17H20ClN3O3/c1-20-14-7-11(18)6-12(16(14)24-9-15(20)22)17(23)19-13-8-21-4-2-10(13)3-5-21/h6-7,10,13H,2-5,8-9H2,1H3,(H,19,23)	CN1C(=O)COC2=C(C=C(C=C21)Cl)C(=O)NC3CN4CCC3CC4
DR01503	Cepharanthine	InChI=1S/C37H38N2O6/c1-38-13-11-24-18-31(41-4)33-20-27(24)28(38)16-23-7-10-30(40-3)32(17-23)44-26-8-5-22(6-9-26)15-29-35-25(12-14-39(29)2)19-34-36(37(35)45-33)43-21-42-34/h5-10,17-20,28-29H,11-16,21H2,1-4H3/t28-,29+/m1/s1	CN1CCC2=CC3=C(C4=C2C1CC5=CC=C(C=C5)OC6=C(C=CC(=C6)CC7C8=CC(=C(C=C8CCN7C)OC)O4)OC)OCO3
DR01505	Dolastatin 10	InChI=1S/C42H68N6O6S/c1-13-28(6)37(47(10)42(52)35(26(2)3)45-40(51)36(27(4)5)46(8)9)33(53-11)25-34(49)48-22-17-20-32(48)38(54-12)29(7)39(50)44-31(41-43-21-23-55-41)24-30-18-15-14-16-19-30/h14-16,18-19,21,23,26-29,31-33,35-38H,13,17,20,22,24-25H2,1-12H3,(H,44,50)(H,45,51)/t28-,29+,31-,32-,33+,35-,36-,37-,38+/m0/s1	CCC(C)C(C(CC(=O)N1CCCC1C(C(C)C(=O)NC(CC2=CC=CC=C2)C3=NC=CS3)OC)OC)N(C)C(=O)C(C(C)C)NC(=O)C(C(C)C)N(C)C
DR01513	Dehydroepiandrosterone sulfate	InChI=1S/C19H28O5S/c1-18-9-7-13(24-25(21,22)23)11-12(18)3-4-14-15-5-6-17(20)19(15,2)10-8-16(14)18/h3,13-16H,4-11H2,1-2H3,(H,21,22,23)/t13-,14-,15-,16-,18-,19-/m0/s1	CC12CCC3C(C1CCC2=O)CC=C4C3(CCC(C4)OS(=O)(=O)O)C
DR01514	Bunitrolol	InChI=1S/C14H20N2O2/c1-14(2,3)16-9-12(17)10-18-13-7-5-4-6-11(13)8-15/h4-7,12,16-17H,9-10H2,1-3H3	CC(C)(C)NCC(COC1=CC=CC=C1C#N)O
DR01519	Cefuroxime axetil	InChI=1S/C20H22N4O10S/c1-9(25)33-10(2)34-19(28)15-11(7-32-20(21)29)8-35-18-14(17(27)24(15)18)22-16(26)13(23-30-3)12-5-4-6-31-12/h4-6,10,14,18H,7-8H2,1-3H3,(H2,21,29)(H,22,26)/b23-13-/t10?,14-,18-/m1/s1	CC(OC(=O)C)OC(=O)C1=C(CSC2N1C(=O)C2NC(=O)C(=NOC)C3=CC=CO3)COC(=O)N
DR01525	Puromycin	InChI=1S/C22H29N7O5/c1-28(2)19-17-20(25-10-24-19)29(11-26-17)22-18(31)16(15(9-30)34-22)27-21(32)14(23)8-12-4-6-13(33-3)7-5-12/h4-7,10-11,14-16,18,22,30-31H,8-9,23H2,1-3H3,(H,27,32)/t14-,15+,16+,18+,22+/m0/s1	CN(C)C1=NC=NC2=C1N=CN2C3C(C(C(O3)CO)NC(=O)C(CC4=CC=C(C=C4)OC)N)O
